hour,SOC,DOC,MBC,EEC
0,54.51032722,4.29060686,1.843006403,1.085252496
10,58.18527053,5.285784885,2.649751155,0.904534131
20,63.01953342,5.905478593,2.113012059,0.96778629
30,59.68106555,4.591627619,2.102045844,1.010485531
40,62.22777817,4.76003771,2.541114429,1.004119776
50,51.8463639,4.161262238,2.042487966,1.103812883
60,59.08294909,6.210611031,2.039483451,1.154207525
70,61.71457195,4.41581799,2.16007539,0.979994959
80,63.88029526,4.794942169,2.927633509,1.042940663
90,60.4726729,6.574166693,2.919211374,1.128433015
100,64.16380275,5.511767446,2.011407796,1.07059228
110,55.97235797,6.279819325,2.440093633,1.010814523
120,58.55863661,6.284638592,2.158814336,1.089542565
130,57.93164861,5.576761631,1.796877149,0.891129124
140,59.66400387,5.147002776,1.775718232,0.97501008
150,66.59063311,6.009281728,2.601706014,1.084491789
160,58.05887377,6.133895162,1.922594027,1.272045838
170,69.04276068,6.605479248,2.305526565,1.14204831
180,58.62739805,6.223687644,2.795445521,0.906550672
190,58.28881064,6.37472087,2.56578832,1.063424468
200,59.02848617,6.827846633,2.072342606,0.945070836
210,53.62110812,5.540455622,2.205447847,1.038679484
220,57.94993444,6.789099861,2.334353859,1.120533175
230,56.68196526,6.090540915,2.116977663,0.928739429
240,58.53029612,5.991706114,2.099421265,0.860868981
250,57.62206191,7.35769821,2.058097616,1.256131413
260,60.12490243,5.781986071,1.745709187,0.955741798
270,56.428694,5.41572787,3.062253792,0.909059827
280,52.52427975,5.740265902,2.743394662,0.998437275
290,65.53858161,6.600953284,1.997559584,0.886284992
300,55.51842651,6.455858563,2.611167668,0.715096803
310,59.94634789,6.45287834,2.276051895,0.978826454
320,54.27379897,6.818082335,1.438498437,1.008385175
330,64.84249828,6.515804309,1.987333795,1.13091225
340,56.24224204,7.370746433,2.198906689,0.892559972
350,54.34161963,5.451423775,2.200187031,1.048853216
360,58.20817003,6.024289666,2.602381637,1.023532865
370,63.37781651,6.966847871,2.977776455,0.696067511
380,58.26483422,6.895510225,2.483769859,1.152069608
390,52.63555267,8.249858953,2.065980807,1.084894365
