hour,SOC,DOC,MBC,EEC
0,79.03347373,1.917366404,1.521412314,1.804097968
10,77.17719803,2.811951772,2.080160494,1.929667898
20,84.47871038,2.076686614,1.588607215,1.500739966
30,75.59485771,2.214466103,1.351087113,1.628239888
40,84.20959974,3.303513133,1.773086475,1.586909624
50,100.2661765,2.500158007,2.078048596,1.742927416
60,91.96746109,2.913106305,2.152618978,1.734290513
70,72.43300121,2.682246824,1.719473701,1.923283102
80,78.98174811,2.177293589,1.794935701,1.391659065
90,93.27708579,2.672458948,2.203170947,1.847461568
100,94.36821308,1.967419812,1.86399873,1.738657706
110,83.97568751,2.479415433,1.977661472,1.72860192
120,79.92477435,1.936030212,2.41078563,1.825027834
130,85.80304016,2.647666046,1.334142374,1.528525761
140,89.39521696,2.808363109,1.909532092,1.57599715
150,87.54317229,3.09304427,2.324140093,1.414224238
160,96.17617357,2.40355301,2.212292298,1.75566785
170,83.00481751,3.622042596,1.304091641,1.744145819
180,88.02983557,2.911610852,1.134315079,1.529311279
190,82.41761587,3.305947471,2.692794373,1.487672867
200,90.55967793,3.080870363,2.110337367,1.862433203
210,94.90185313,3.599112574,2.335220209,1.799578434
220,75.05425759,3.298076001,1.853388234,1.384903613
230,78.49080289,2.312996519,2.014939387,1.675920063
240,90.86147757,3.59988739,2.469770482,1.57124763
250,78.20847111,3.142410762,1.882898945,1.315654554
260,78.84757534,3.613213744,1.814714508,1.578004211
270,83.588357,3.488453056,1.852331796,1.640078118
280,84.51817511,3.280652406,2.057467934,1.615744177
290,84.90100909,3.171788281,2.493674775,1.549143885
300,81.11121391,3.399894723,1.946471521,1.426907642
310,73.32264612,3.320143022,2.11568151,1.610538822
320,81.58112264,3.839957056,1.240530673,1.931658113
330,91.4007418,4.235373044,1.42761852,1.561653876
340,82.29166644,4.000362426,2.302268575,1.667908879
350,73.77611482,4.473722541,2.060920903,1.588406404
360,86.88988087,4.205587356,0.481443026,1.552096595
370,84.5010772,4.420780709,1.529424174,1.867767153
380,77.18436348,3.645396613,1.633290201,1.626755228
390,77.51479882,4.144230373,2.174352789,1.794231477
400,81.64799842,3.509604901,1.911091615,1.6347523
410,79.10850189,4.348167965,1.908522998,1.852268181
420,68.25079922,3.868635718,2.245555544,1.537964023
430,86.59509175,3.142627107,2.200238314,1.327263647
440,83.84841759,4.0721654,2.21817152,1.932916187
450,77.93678076,3.522391922,2.3763019,1.593946882
460,76.67423931,4.629491706,2.084957935,1.578253608
470,74.53310616,3.918119814,1.799110171,1.359618776
480,78.77526675,3.825507484,1.736017601,1.409442683
490,87.24735797,4.41163638,1.408415957,1.579766851
500,88.53144448,3.922299363,2.097514363,1.591704721
510,83.05793183,4.057919016,2.25554489,1.556947045
520,74.8091051,4.416381182,2.046989603,1.444561239
530,78.65826598,4.486504893,2.326138663,1.538868719
540,92.96831569,4.130054569,2.181427832,1.470297929
550,73.84831719,4.661825497,1.698335043,1.47165965
560,90.254138,4.679470017,1.86710203,1.830475005
570,100.8879492,5.092936426,2.112869513,1.348308577
580,85.48214989,4.636772697,1.481875879,1.779421631
590,91.88524131,4.244594002,1.704225733,1.317699787
600,72.09529361,4.192734459,2.754304605,1.623492814
610,75.98460026,5.330027291,1.94742776,1.590080417
620,88.85112217,4.568382913,1.800964063,1.748217949
630,75.58949184,5.201284373,2.535800987,1.643708161
640,86.11405932,4.578624651,1.964004815,1.466476016
650,82.99167247,4.030632622,2.316753766,1.606810431
660,85.20317699,4.591614211,2.346655556,1.753991864
670,81.49850044,5.447256966,2.971118484,1.57956759
680,80.87159035,4.771025569,2.136062954,1.498262882
690,79.95820083,4.180624604,2.617074627,1.571588427
700,81.34802501,4.996689587,2.441978485,1.880854693
710,82.06986679,4.748546025,1.450035548,1.653187157
720,73.64532009,5.341690161,1.756052937,1.450302954
730,80.90880033,5.526590838,2.81310587,1.457574239
740,82.14397214,4.758735402,2.698028317,1.581364492
750,78.53110807,4.568639285,2.511215136,1.361070893
760,83.13748899,5.073957262,2.446943851,1.428124629
770,75.50827379,4.761634848,2.312850905,1.340288091
780,82.94085657,4.290459625,2.135394913,1.534535065
790,71.02464683,5.525422844,2.482591619,1.602703073
800,81.16803456,5.234271193,2.564414775,1.869266037
810,82.67162813,5.022393026,2.667455121,1.980831891
820,77.13462779,5.684761111,2.359760787,1.536187301
830,67.71096914,4.94572348,2.125737905,1.726624982
840,76.01881698,5.097076508,2.301627195,1.448558107
850,86.32043122,5.12466144,2.399753073,1.600335685
860,75.4629901,4.127390649,2.493342987,1.657272153
870,75.6766102,4.996694255,2.051287216,1.696303334
880,60.6200474,4.573640913,2.24485143,1.496383755
890,76.67650589,4.850326842,2.757120162,1.814097174
900,83.61968318,4.568883339,3.018155517,1.650942869
910,81.2490626,5.187158316,2.859023494,1.339931648
920,81.49650884,5.177778157,2.463812473,1.613319456
